neurotransmitter,class,subclass,supertype,cluster,neurotransmitter_color,class_color,subclass_color,supertype_color,cluster_color,num_cells_in_cluster
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0718 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,2935 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,#2B93DF,#007200,#26FFFE,#F72600,#FF269B,16
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0718 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,2936 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,#2B93DF,#007200,#26FFFE,#F72600,#1F5C66,24
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0718 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,2937 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,#2B93DF,#007200,#26FFFE,#F72600,#663D52,6
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0719 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,2941 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,#2B93DF,#007200,#26FFFE,#6B0099,#0D6600,10
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0719 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,2942 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,#2B93DF,#007200,#26FFFE,#6B0099,#99174A,53
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0719 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,2943 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,#2B93DF,#007200,#26FFFE,#6B0099,#CC4A3D,5
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0719 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,2945 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,#2B93DF,#007200,#26FFFE,#6B0099,#86CC7A,26
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2946 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#5C74CC,23
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2947 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#F0FF26,37
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2948 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#000EFF,15
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2949 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#B23DCC,57
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2950 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#894599,23
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2951 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#4E1F66,14
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2952 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#2E997C,5
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2953 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#4DFDFF,35
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2954 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#008D99,34
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,2955 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#2B93DF,#007200,#26FFFE,#1F5666,#570F66,67
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,2956 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#2B93DF,#007200,#26FFFE,#3D94CC,#661F2A,47
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,2957 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#2B93DF,#007200,#26FFFE,#3D94CC,#992E2E,46
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,2958 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#2B93DF,#007200,#26FFFE,#3D94CC,#C25CCC,56
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,2959 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#2B93DF,#007200,#26FFFE,#3D94CC,#00FFF9,32
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,2960 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#2B93DF,#007200,#26FFFE,#3D94CC,#502E66,30
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,2961 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#2B93DF,#007200,#26FFFE,#3D94CC,#99382E,5
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,2962 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#2B93DF,#007200,#26FFFE,#3D94CC,#95CC5C,16
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,2963 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#2B93DF,#007200,#26FFFE,#3D94CC,#FFCE73,78
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,2964 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#2B93DF,#007200,#26FFFE,#3D94CC,#006661,32
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,2965 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#2B93DF,#007200,#26FFFE,#006641,#7C995C,51
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,2966 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#2B93DF,#007200,#26FFFE,#006641,#999345,73
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,2967 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#2B93DF,#007200,#26FFFE,#006641,#662E43,60
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,2968 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#2B93DF,#007200,#26FFFE,#006641,#FF99FF,34
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,2969 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#2B93DF,#007200,#26FFFE,#006641,#458099,14
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,2970 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#2B93DF,#007200,#26FFFE,#006641,#6B3DCC,15
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,2971 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#2B93DF,#007200,#26FFFE,#006641,#FF26E0,8
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,2972 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#2B93DF,#007200,#26FFFE,#006641,#FF4D58,21
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,2973 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#2B93DF,#007200,#26FFFE,#006641,#FF99D1,36
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,2974 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#2B93DF,#007200,#26FFFE,#8D992E,#26FF8B,20
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,2975 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#2B93DF,#007200,#26FFFE,#8D992E,#662C1F,31
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,2976 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#2B93DF,#007200,#26FFFE,#8D992E,#855CCC,39
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,2977 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#2B93DF,#007200,#26FFFE,#8D992E,#302E66,11
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,2978 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#2B93DF,#007200,#26FFFE,#8D992E,#FFDD26,17
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,2979 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#2B93DF,#007200,#26FFFE,#8D992E,#176299,20
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,2980 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#2B93DF,#007200,#26FFFE,#8D992E,#665300,5
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,2981 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#2B93DF,#007200,#26FFFE,#8D992E,#FFD999,18
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,2982 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#2B93DF,#007200,#26FFFE,#8D992E,#CCB95C,7
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,2983 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,#2B93DF,#007200,#26FFFE,#1F6620,#FF8526,112
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,2984 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,#2B93DF,#007200,#26FFFE,#1F6620,#992E40,59
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,2985 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,#2B93DF,#007200,#26FFFE,#1F6620,#FF0D00,53
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,2986 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,#2B93DF,#007200,#26FFFE,#1F6620,#B35CCC,67
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,2987 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,#2B93DF,#007200,#26FFFE,#1F6620,#FFDA73,79
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,2988 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,#2B93DF,#007200,#26FFFE,#8E9945,#52CC1F,70
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,2989 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,#2B93DF,#007200,#26FFFE,#8E9945,#992E42,22
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,2990 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,#2B93DF,#007200,#26FFFE,#8E9945,#3E2E99,14
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,2991 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,#2B93DF,#007200,#26FFFE,#8E9945,#754DFF,50
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,2992 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,#2B93DF,#007200,#26FFFE,#8E9945,#73FF8F,51
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,2993 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,#2B93DF,#007200,#26FFFE,#8E9945,#9DFF99,23
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,2994 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,#2B93DF,#007200,#26FFFE,#8E9945,#99962E,22
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,2995 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,#2B93DF,#007200,#26FFFE,#58FF4D,#765C99,10
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,2996 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,#2B93DF,#007200,#26FFFE,#58FF4D,#605C99,3
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,2997 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,#2B93DF,#007200,#26FFFE,#58FF4D,#2E5F66,1
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,2998 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,#2B93DF,#007200,#26FFFE,#58FF4D,#45660F,6
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,2999 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,#2B93DF,#007200,#26FFFE,#58FF4D,#0061CC,1
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0727 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10,3000 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10,#2B93DF,#007200,#26FFFE,#00FFA9,#006633,14
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0727 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10,3001 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10,#2B93DF,#007200,#26FFFE,#00FFA9,#0047FF,18
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0728 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11,3002 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11,#2B93DF,#007200,#26FFFE,#2655FF,#CC401F,3
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0728 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11,3003 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11,#2B93DF,#007200,#26FFFE,#2655FF,#1F36CC,4
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0729 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,3004 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,#2B93DF,#007200,#26FFFE,#CC7AB3,#994700,38
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0729 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,3005 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,#2B93DF,#007200,#26FFFE,#CC7AB3,#3D5266,11
Glut,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,0729 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,3006 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,#2B93DF,#007200,#26FFFE,#CC7AB3,#2E663E,97
Glut,19 MB Glut,169 PAG-SC Pou4f1 Zic1 Glut,0730 PAG-SC Pou4f1 Zic1 Glut_1,3007 PAG-SC Pou4f1 Zic1 Glut_1,#2B93DF,#007200,#311FCC,#73C200,#994000,3
Glut,19 MB Glut,169 PAG-SC Pou4f1 Zic1 Glut,0730 PAG-SC Pou4f1 Zic1 Glut_1,3015 PAG-SC Pou4f1 Zic1 Glut_1,#2B93DF,#007200,#311FCC,#73C200,#3ECC1F,1
Glut,19 MB Glut,169 PAG-SC Pou4f1 Zic1 Glut,0730 PAG-SC Pou4f1 Zic1 Glut_1,3018 PAG-SC Pou4f1 Zic1 Glut_1,#2B93DF,#007200,#311FCC,#73C200,#51663D,1
Glut,19 MB Glut,169 PAG-SC Pou4f1 Zic1 Glut,0730 PAG-SC Pou4f1 Zic1 Glut_1,3020 PAG-SC Pou4f1 Zic1 Glut_1,#2B93DF,#007200,#311FCC,#73C200,#983DCC,2
Glut,19 MB Glut,169 PAG-SC Pou4f1 Zic1 Glut,0731 PAG-SC Pou4f1 Zic1 Glut_2,3024 PAG-SC Pou4f1 Zic1 Glut_2,#2B93DF,#007200,#311FCC,#4E2E66,#66000D,1
Glut,19 MB Glut,170 PAG-MRN Tfap2b Glut,0733 PAG-MRN Tfap2b Glut_1,3042 PAG-MRN Tfap2b Glut_1,#2B93DF,#007200,#82995C,#2A1FCC,#26FFAD,1
Glut,19 MB Glut,170 PAG-MRN Tfap2b Glut,0733 PAG-MRN Tfap2b Glut_1,3043 PAG-MRN Tfap2b Glut_1,#2B93DF,#007200,#82995C,#2A1FCC,#331F66,1
Glut,19 MB Glut,170 PAG-MRN Tfap2b Glut,0733 PAG-MRN Tfap2b Glut_1,3044 PAG-MRN Tfap2b Glut_1,#2B93DF,#007200,#82995C,#2A1FCC,#CCB500,1
Glut,19 MB Glut,170 PAG-MRN Tfap2b Glut,0733 PAG-MRN Tfap2b Glut_1,3047 PAG-MRN Tfap2b Glut_1,#2B93DF,#007200,#82995C,#2A1FCC,#90992E,1
Glut,19 MB Glut,173 PAG Pou4f2 Glut,0745 PAG Pou4f2 Glut_1,3143 PAG Pou4f2 Glut_1,#2B93DF,#007200,#990027,#422E66,#66660F,1
Glut,19 MB Glut,173 PAG Pou4f2 Glut,0747 PAG Pou4f2 Glut_3,3163 PAG Pou4f2 Glut_3,#2B93DF,#007200,#990027,#99D5FF,#3DCC97,1
Glut,19 MB Glut,173 PAG Pou4f2 Glut,0747 PAG Pou4f2 Glut_3,3164 PAG Pou4f2 Glut_3,#2B93DF,#007200,#990027,#99D5FF,#009911,1
Glut,19 MB Glut,174 PAG Pou4f2 Mesi2 Glut,0751 PAG Pou4f2 Mesi2 Glut_2,3187 PAG Pou4f2 Mesi2 Glut_2,#2B93DF,#007200,#5FCC5C,#FFAF73,#662E5B,1
Glut,19 MB Glut,175 SC Bnc2 Glut,0756 SC Bnc2 Glut_1,3203 SC Bnc2 Glut_1,#2B93DF,#007200,#CC3D9D,#689945,#CC831F,1
Glut,19 MB Glut,176 SCig Foxb1 Glut,0761 SCig Foxb1 Glut_2,3223 SCig Foxb1 Glut_2,#2B93DF,#007200,#47FF26,#CC9C5C,#1FCCB6,2
Glut,19 MB Glut,177 SCig-an-PPT Foxb1 Glut,0764 SCig-an-PPT Foxb1 Glut_1,3241 SCig-an-PPT Foxb1 Glut_1,#2B93DF,#007200,#453D66,#663D41,#FBFF99,6
Glut,19 MB Glut,177 SCig-an-PPT Foxb1 Glut,0764 SCig-an-PPT Foxb1 Glut_1,3243 SCig-an-PPT Foxb1 Glut_1,#2B93DF,#007200,#453D66,#663D41,#662E57,1
Glut,19 MB Glut,177 SCig-an-PPT Foxb1 Glut,0764 SCig-an-PPT Foxb1 Glut_1,3244 SCig-an-PPT Foxb1 Glut_1,#2B93DF,#007200,#453D66,#663D41,#99FF73,4
Glut,19 MB Glut,177 SCig-an-PPT Foxb1 Glut,0764 SCig-an-PPT Foxb1 Glut_1,3251 SCig-an-PPT Foxb1 Glut_1,#2B93DF,#007200,#453D66,#663D41,#45995B,1
Glut,19 MB Glut,181 IC Tfap2d Maf Glut,0770 IC Tfap2d Maf Glut_1,3284 IC Tfap2d Maf Glut_1,#2B93DF,#007200,#6C1799,#4DE5FF,#7DCC7A,4
Glut,19 MB Glut,181 IC Tfap2d Maf Glut,0774 IC Tfap2d Maf Glut_5,3315 IC Tfap2d Maf Glut_5,#2B93DF,#007200,#6C1799,#5CCC73,#662E48,1
Dopa,19 MB Glut,184 PAG Tcf24 Glut,0782 PAG Tcf24 Glut_1,3353 PAG Tcf24 Glut_1,#fcf04b,#007200,#ED0000,#d15c08,#99CDFF,11
Glut,19 MB Glut,187 SCsg Pde5a Glut,0787 SCsg Pde5a Glut_3,3368 SCsg Pde5a Glut_3,#2B93DF,#007200,#B899FF,#662E3A,#B7CC1F,2
Glut,19 MB Glut,190 ND-INC Foxd2 Glut,0790 ND-INC Foxd2 Glut_1,3383 ND-INC Foxd2 Glut_1,#2B93DF,#007200,#997817,#FFCC73,#99FFDE,3
Glut,19 MB Glut,190 ND-INC Foxd2 Glut,0790 ND-INC Foxd2 Glut_1,3384 ND-INC Foxd2 Glut_1,#2B93DF,#007200,#997817,#FFCC73,#DBFF73,15
Glut,19 MB Glut,190 ND-INC Foxd2 Glut,0790 ND-INC Foxd2 Glut_1,3385 ND-INC Foxd2 Glut_1,#2B93DF,#007200,#997817,#FFCC73,#00CC88,2
GABA,20 MB GABA,191 PAG-MRN Rln3 Gaba,0791 PAG-MRN Rln3 Gaba_1,3388 PAG-MRN Rln3 Gaba_1,#FF3358,#9EF01A,#CC7400,#26FF2B,#996D00,1
GABA,20 MB GABA,195 SNr-VTA Pax5 Npas1 Gaba,0800 SNr-VTA Pax5 Npas1 Gaba_1,3438 SNr-VTA Pax5 Npas1 Gaba_1,#FF3358,#9EF01A,#2E8799,#979945,#003966,32
GABA,20 MB GABA,197 SNr Six3 Gaba,0806 SNr Six3 Gaba_1,3464 SNr Six3 Gaba_1,#FF3358,#9EF01A,#7A5C99,#2E995C,#62CC00,356
GABA,20 MB GABA,198 IC Six3 En2 Gaba,0807 IC Six3 En2 Gaba_1,3469 IC Six3 En2 Gaba_1,#FF3358,#9EF01A,#C2FF26,#66501F,#178099,4
GABA,20 MB GABA,198 IC Six3 En2 Gaba,0807 IC Six3 En2 Gaba_1,3470 IC Six3 En2 Gaba_1,#FF3358,#9EF01A,#C2FF26,#66501F,#992800,6
GABA,20 MB GABA,198 IC Six3 En2 Gaba,0807 IC Six3 En2 Gaba_1,3471 IC Six3 En2 Gaba_1,#FF3358,#9EF01A,#C2FF26,#66501F,#84992E,1
